IP Address,Duration (in seconds),age,gender_men,participant_race_WHITE,participant_race_NONBLACK,participant_race_BLACK ,participant_EDU,What political party do you most identify with? - Selected Choice,political_ideology_continuous,"In terms of social and cultural issues, how liberal or conservative are you on a scale from 1-7 (from extremely liberal to extremely conservative)? - Political Ideology","In terms of economic issues, how liberal or conservative are you on a scale from 1-7 (from extremely liberal to extremely conservative)? - Political Ideology",generalSJ,racialSJ,educationsystem_effectiveness,courtsystem_effectiveness,economicsystem_effectiveness,prisonsystem_effectiveness,healthcaresystem_effectiveness,educationsystem_fairness,courtsystem_fairness,economicsystem_fairness,prisonsystem_fairness,healthcaresystem_fairness,courtprisonsystem_effectiveness_attitudes,courtprisonsystem_fairness_attitudes,courtsystem_attitudes,prisonsystem_attitudes,courtprisonsystem_attitdues,allsystem_attitudes,voting_importance,juryduty_importance,condition_categorical,Condition_Blackdefendant,appropriate_penalty,appropriate_penalty,verdict_PRE,confidence_guilty_PRE,confidence_notguilty_PRE,confidence_verdict_PRE,penalty_continuous_PRE_NA,penalty_continuous_PRE_0s,"If you had to sentence the individual being charged in this case, what would your verdict be?",verdict_POST,confidence_notguilty_POST,confidence_verdict_POST,confidenceinverdict_POST,penalty_continuous_POST,peNAlty_continuous_POST_NA,pe0lty_continuous_POST_0s,What socioeconomic class do you estimate the defendant in this case falls into?,impression_defendant_SES,What income bracket do you estimate the defendant in this case falls into?,impression_defendant_income,What is the highest level of education that you estimate the defendant in this case has?,impression_defendant_EDU,impression_defendant_trustworthiness,impression_defendant_intelligence,impression_defendant_dangerous,impression_defendant_reckless,impression_defendant_dominant,impression_defendant_competent,impression_defendant_hotheaded,impression_defendant_impulsive,Did the defendant in this case have an accent?,Which of the following best describes the accent the defendant had?,Please make your best guess as to which part of the United States the defendant in this case is from.,Because of today's PC (politically correct) standards I try to not appear racially prejudiced toward Black people.,I try to hide any racially prejudiced thoughts in order to avoid negative reactions from others.,I attempt to not appear racially prejudiced in order to avoid disapproval from others.,IMS,I attempt to not act in racially prejudiced ways because it is personally important to me.,I am personally motivated by my beliefs to not be racially prejudiced,"Because of my personal values, I believe that using racial stereotypes is wrong.",EMS ,"Because this study involved deception, as explained above, you have the right to withdraw consent to use the data we collected from you. If you give your consent, we will be able to use your data. If you do not give your consent, we will not be allowed to use your data and will have to destroy it. So please SELECT ONE:",Do you feel that you have been adequately debriefed about the nature of this study?,PROLIFIC_PID,con
74.83.39.158,335,27,0,1,1,0,2,Democrat,1,1 Extremely Liberal/Left-Leaning,1 Extremely Liberal/Left-Leaning,2,2.375,2,2,2,2,2,2,1,2,2,1,2,1.5,1.5,2,1.75,1.8,4,1,black_written,1,5 years,5,0,,7,7,NA,0,Not Guilty,0,,6,6,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,5,4,2,2,4,5,3,4,Midwest,,,2,2,2,2,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",60fda89974295b41057b6778,1
206.211.222.241,442,31,0,1,1,0,5,Independent,2,1 Extremely Liberal/Left-Leaning,3,2.5,3.375,2,2,2,1,2,2,2,1,1,1,1.5,1.5,2,1,1.5,1.6,7,7,black_written,1,2 years,2,0,,7,7,NA,0,Not Guilty,0,,6,6,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,3,3,5,4,4,3,3,Northeast,,,2,2,3,2.333333333,6,5,5,5.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",57597452e8feea0006ef8805,1
72.72.141.14,579,28,0,1,1,0,6,Democrat,1,1 Extremely Liberal/Left-Leaning,2,1.875,2.5,2,2,2,1,1,2,2,2,1,1,1.5,1.5,2,1,1.5,1.6,6,7,black_written,1,1 year,1,0,,2,2,2,2,Not Guilty,0,,2,2,2 years,2,2,Lower middle class,2,"$31,000-$60,000",2,Bachelor's degree,3,6,7,1,2,1,7,2,3,Midwest,,,6,4,7,5.666666667,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5edd7dfa11c02ea99a9cca08,1
24.196.171.54,488,48,1,1,1,0,5,Democrat,2,1 Extremely Liberal/Left-Leaning,3,4.125,3.625,2,2,2,1,2,1,2,2,1,2,1.5,1.5,2,1,1.5,1.7,7,5,black_written,1,5 years,5,1,3,,3,5,5,Not Guilty,0,,3,3,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,3,4,3,4,3,4,4,5,Northeast,,,4,5,4,4.333333333,7,6,7,6.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66422323fdeebe4bc9030f81,1
166.205.190.120,584,31,0,1,1,0,6,Independent,4,2,2,2.25,3.5,2,2,2,1,2,2,1,2,1,2,1.5,1,1.5,1,1.25,1.7,5,4,black_written,1,less than 1 year,0,0,,3,3,NA,0,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,5,3,2,2,5,3,3,West,,,4,4,4,4,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66ccb648af9c410168feb570,1
173.72.133.17,721,52,1,1,1,0,3,Independent,3,3,4,4.875,4.125,2,3,4,1,3,3,2,2,1,3,2,1.5,2.5,1,1.75,2.4,7,6,black_written,1,3 years,3,1,3,,3,3,3,Guilty,1,5,,5,3 years,3,3,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,3,4,5,6,6,3,6,6,Northeast,,,5,4,3,4,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66b1796517b5210fbb790e48,1
184.14.136.217,447,37,1,1,1,0,3,Republican,5,4,6,5,4.125,3,3,4,2,2,4,4,3,2,3,2.5,3,3.5,2,2.75,3,7,4,black_written,1,3 years,3,1,4,,4,2,2,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,4,3,3,3,5,5,3,South,,,7,5,6,6,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",63d8766016c0bfcd19d3c732,1
67.189.217.18,461,43,0,1,1,0,4,Republican,7,7 Extremely Conservative/Right-Leaning,7 Extremely Conservative/Right-Leaning,4.625,3.75,2,3,1,1,1,2,4,1,2,1,2,3,3.5,1.5,2.5,1.8,7,6,black_written,1,1 year,1,0,,7,7,NA,0,Not Guilty,0,,7,7,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,Bachelor's degree,3,4,5,2,3,6,7,4,4,Northeast,,,7,7,7,7,1,7,7,5,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",6656325698b769128bf7eedd,1
68.230.157.251,1620,46,1,1,1,0,6,Democrat,2,1 Extremely Liberal/Left-Leaning,2,2.5,2.875,2,2,1,1,1,1,2,1,2,1,1.5,2,2,1.5,1.75,1.4,6,6,black_southern,1,1 year,1,0,,4,4,NA,0,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,4,5,3,2,3,5,4,3,No,,Northeast,4,5,5,4.666666667,6,5,5,5.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5dd6abfb428d61634c13c32c,1
76.34.76.27,972,44,1,0,0,1,6,Democrat,6,6,6,4.5,4.5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,black_southern,1,more than 10 years,11,1,5,,5,10,10,Guilty,1,6,,6,10 years,10,10,Upper middle class,4,"$91,000-$120,000",4,Bachelor's degree,3,5,5,5,5,5,5,5,5,Yes,Southern Accent,South,6,6,6,6,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",668c64c051fa2dd782857f7d,1
104.218.199.22,1644,25,1,1,1,0,5,Republican,5,4,4,4.375,4.5,5,4,4,3,4,3,4,4,3,4,3.5,3.5,4,3,3.5,3.8,5,5,black_southern,1,2 years,2,1,6,,6,2,2,Not Guilty,0,,7,7,"I selected ""not guilty""",NA,0,Middle class,3,"$0-$30,000",1,Bachelor's degree,3,7,4,3,7,7,4,6,5,Yes,Western Accent,South,3,3,7,4.333333333,4,7,4,5,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66a0172986186ec228714d51,1
73.39.222.154,955,35,1,0,0,1,4,Republican,5,6,3,3.75,3.875,4,4,4,2,3,4,3,4,2,4,3,2.5,3.5,2,2.75,3.4,5,6,black_southern,1,2 years,2,1,3,,3,4,4,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Lower class,1,"$0-$30,000",1,"High school graduate or equivalent (e.g., GED)",2,3,6,3,6,6,5,5,7,No,,South,6,5,3,4.666666667,5,5,6,5.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",65d79a97b88cea86747d57e1,1
204.242.1.75,1075,39,1,0,0,1,6,Republican,7,7 Extremely Conservative/Right-Leaning,7 Extremely Conservative/Right-Leaning,5.875,5.5,5,4,5,4,4,5,5,5,5,5,4,5,4.5,4.5,4.5,4.7,7,7,black_southern,1,10 years,10,1,7,,7,10,10,Guilty,1,7,,7,10 years,10,10,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,1,1,7,1,1,1,7,7,Yes,Impossible to tell,South,1,5,1,2.333333333,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",6553e12c3b83480e8318225b,1
216.254.241.184,1185,31,0,1,1,0,2,Democrat,3,3,3,4.375,4.75,2,3,3,2,2,3,2,3,2,2,2.5,2,2.5,2,2.25,2.4,3,4,black_southern,1,3 years,3,0,,5,5,NA,0,Guilty,1,6,,6,5 years,5,5,Lower class,1,"$0-$30,000",1,"High school graduate or equivalent (e.g., GED)",2,1,3,4,4,4,3,5,6,No,,South,6,5,5,5.333333333,5,6,5,5.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5b92b49921e7200001f530a0,1
204.242.0.188,811,28,1,0,0,1,6,Republican,7,7 Extremely Conservative/Right-Leaning,7 Extremely Conservative/Right-Leaning,5.375,5.375,4,5,4,4,5,4,3,4,4,5,4.5,3.5,4,4,4,4.2,7,7,black_southern,1,3 years,3,1,6,,6,3,3,Guilty,1,6,,6,4 years,4,4,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,1,7,7,7,1,3,1,6,Yes,Midwestern Accent,Midwest,6,6,5,5.666666667,5,5,6,5.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66e34d24d1be7cce113b5075,1
45.21.170.83,741,52,0,0,1,0,5,Independent,3,3,5,3.375,4.375,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2.2,5,5,black_southern,1,1 year,1,1,5,,5,2,2,Guilty,1,3,,3,2 years,2,2,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,4,4,5,4,4,5,5,Yes,Impossible to tell,South,6,4,5,5,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5b06d013732c5d000154dbf8,1
136.28.24.107,402,28,0,1,1,0,5,Democrat,2,3,2,3.125,3.75,3,3,2,3,2,3,4,2,3,3,3,3.5,3.5,3,3.25,2.8,3,4,black_southern,1,5 years,5,0,,5,5,4,4,Not Guilty,0,,5,5,4 years,4,4,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,4,4,3,4,5,5,4,4,No,,Northeast,4,4,3,3.666666667,4,4,3,3.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",664e252c0b825fe89c5b2715,1
24.126.54.81,1062,24,1,1,1,0,4,Independent,4,4,4,3.125,3.875,2,2,2,1,2,2,2,2,1,2,1.5,1.5,2,1,1.5,1.8,4,4,black_southern,1,2 years,2,0,,4,4,NA,0,Not Guilty,0,,5,5,2 years,2,2,Lower middle class,2,"$31,000-$60,000",2,Bachelor's degree,3,4,5,3,4,4,5,5,4,No,,Northeast,4,2,2,2.666666667,5,6,3,4.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",6650ce1527a13f34fa72ffa3,1
70.23.105.217,741,32,0,1,1,0,6,Independent,4,4,5,4.5,4.75,4,4,4,3,2,4,4,3,3,1,3.5,3.5,4,3,3.5,3.2,7,7,black_southern,1,5 years,5,0,,4,4,5,5,Not Guilty,0,,5,5,5 years,5,5,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,5,5,1,1,2,5,2,2,Yes,Northeastern Accent,Northeast,7,2,7,5.333333333,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",63f808544404ae2bd9790bd6,1
73.140.236.24,1095,70,0,1,1,0,3,Democrat,2,2,2,5.375,3.625,5,3,4,1,2,4,3,4,1,2,2,2,3,1,2,2.9,7,7,black_southern,1,less than 1 year,0,0,,4,4,NA,0,Guilty,1,5,,5,2 years,2,2,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,6,4,5,4,6,5,3,Yes,Impossible to tell,South,5,1,1,2.333333333,1,7,7,5,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66e5fd5c6bb126e1e93a9d77,1
174.203.70.39,830,50,1,0,0,1,3,Democrat,4,4,5,3.875,3.625,2,3,2,2,3,2,2,2,2,2,2.5,2,2.5,2,2.25,2.2,7,6,black_southern,1,3 years,3,0,,3,3,2,2,Not Guilty,0,,2,2,"I selected ""not guilty""",NA,0,Lower middle class,2,"$91,000-$120,000",4,"High school graduate or equivalent (e.g., GED)",2,3,4,3,3,3,3,3,3,Yes,Impossible to tell,South,6,6,4,5.333333333,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",665db4a287077e2b88bdb7b0,1
166.198.111.1,1004,26,1,0,0,1,2,Independent,4,4,4,4,3.875,3,2,3,2,2,2,2,2,1,2,2,1.5,2,1.5,1.75,2.1,6,5,black_southern,1,4 years,4,1,5,,5,3,3,Guilty,1,5,,5,3 years,3,3,Lower middle class,2,"$31,000-$60,000",2,Bachelor's degree,3,2,2,3,5,5,4,6,7,No,,Northeast,3,2,1,2,4,4,4,4,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66c5b8dde0053a78baef9bc6,1
24.251.237.158,516,27,0,1,1,0,5,Democrat,2,2,2,3.75,3.625,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2.2,7,5,black_southern,1,3 years,3,0,,4,4,NA,0,Guilty,1,5,,5,3 years,3,3,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,5,7,7,7,7,7,7,No,,South,7,7,7,7,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",61158d62ef1430be1b35a396,1
104.182.172.25,776,53,0,1,1,0,6,Democrat,2,2,3,3.625,4.125,2,2,2,1,2,2,2,1,1,1,1.5,1.5,2,1,1.5,1.6,7,7,black_southern,1,4 years,4,0,,4,4,NA,0,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,3,2,4,4,5,4,6,5,Yes,Impossible to tell,Northeast,6,6,6,6,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",6632881510745b90906e90a5,1
172.56.2.113,805,33,1,0,0,1,2,Independent,4,4,4,2.625,2.25,2,1,1,1,1,2,1,2,2,2,1,1.5,1,1.5,1.25,1.5,4,4,black_southern,1,2 years,2,0,,5,5,NA,0,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,3,3,1,1,1,3,3,1,No,,South,5,1,1,2.333333333,6,7,7,6.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66d91f89677521bd76d95078,1
67.20.139.27,1275,60,0,0,0,1,3,Independent,6,6,7 Extremely Conservative/Right-Leaning,4.5,5.625,2,3,4,1,2,3,3,4,3,5,2,3,3,2,2.5,3,7,7,black_southern,1,2 years,2,0,,4,4,NA,0,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Lower middle class,2,"$0-$30,000",1,"High school graduate or equivalent (e.g., GED)",2,4,4,2,1,2,4,3,3,Yes,Southern Accent,South,7,5,5,5.666666667,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",612fa57ac45f393b3531fcfb,1
141.126.10.238,635,53,0,1,1,0,5,Republican,5,5,5,4.625,5,4,3,2,4,4,5,3,3,4,4,3.5,3.5,3,4,3.5,3.6,6,6,black_southern,1,5 years,5,1,5,,5,5,5,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Lower middle class,2,"$0-$30,000",1,"High school graduate or equivalent (e.g., GED)",2,4,6,4,5,5,5,5,6,Yes,Impossible to tell,South,6,3,3,4,2,6,6,4.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",563e5abecbd4c60005dc9153,1
99.6.211.200,855,43,0,1,1,0,5,Independent,4,5,3,2.5,3.5,2,2,2,1,2,2,3,1,2,3,1.5,2.5,2.5,1.5,2,2,5,5,black_southern,1,more than 10 years,11,0,,4,4,NA,0,Not Guilty,0,,6,6,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,5,6,2,4,4,6,5,4,Yes,Southern Accent,South,1,2,1,1.333333333,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",665650dcb1975f83cebdb595,1
76.36.84.150,978,23,1,0,0,1,2,Republican,3,3,2,1.5,2.625,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1.1,6,7,black_southern,1,3 years,3,0,,5,5,NA,0,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,3,3,4,3,3,6,5,4,No,,Midwest,4,4,1,3,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",6334d22300d18253fa9ab077,1
174.234.6.43,886,48,0,1,1,0,5,Democrat,1,1 Extremely Liberal/Left-Leaning,1 Extremely Liberal/Left-Leaning,2.75,2.25,2,2,2,1,2,2,2,2,2,2,1.5,2,2,1.5,1.75,1.9,7,5,black_southern,1,1 year,1,0,,4,4,NA,0,Not Guilty,0,,6,6,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,Bachelor's degree,3,6,5,4,4,5,6,4,5,Yes,Southern Accent,South,2,2,3,2.333333333,4,6,6,5.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66e07127dc2a48fafdc1e8a8,1
71.105.248.223,931,42,0,0,0,1,6,Democrat,3,2,2,5.25,4.375,3,3,3,2,3,3,2,3,2,3,2.5,2,2.5,2,2.25,2.7,7,7,black_southern,1,5 years,5,0,,5,5,NA,0,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,5,4,4,3,5,4,2,No,,Northeast,6,1,1,2.666666667,7,7,5,6.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5db721e8e26da7000b6c7f85,1
76.174.56.231,782,22,1,0,1,0,3,Independent,1,1 Extremely Liberal/Left-Leaning,1 Extremely Liberal/Left-Leaning,2.25,2.375,3,2,3,2,2,2,2,2,1,1,2,1.5,2,1.5,1.75,2,7,7,black_southern,1,5 years,5,1,4,,4,5,5,Guilty,1,5,,5,5 years,5,5,Lower class,1,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,3,3,5,4,5,3,5,5,No,,West,4,4,4,4,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",660e4d81a171a89bcebb7648,1
71.214.137.145,516,37,0,1,1,0,3,Republican,7,7 Extremely Conservative/Right-Leaning,7 Extremely Conservative/Right-Leaning,4.25,4.875,3,4,1,3,2,3,2,1,3,2,3.5,2.5,3,3,3,2.4,7,7,black_southern,1,5 years,5,0,,5,5,NA,0,Not Guilty,0,,6,6,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,4,3,4,5,5,6,4,No,,South,3,3,4,3.333333333,4,6,4,4.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66aa97f1b6f7b6d542d37218,1
35.146.170.164,1210,61,1,1,1,0,5,Republican,6,6,6,5.5,5.75,3,3,3,3,4,4,4,4,4,4,3,4,3.5,3.5,3.5,3.6,7,7,black_southern,1,2 years,2,0,,2,2,NA,0,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,Bachelor's degree,3,4,6,3,2,5,5,5,5,No,,South,4,4,4,4,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",653684c69212fda78d5d8954,1
172.58.241.148,663,43,0,0,0,1,3,Democrat,5,5,5,3.875,3.125,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,3,black_southern,1,5 years,5,0,,1,1,NA,0,Not Guilty,0,,1,1,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,4,1,1,1,5,1,1,No,,Northeast,7,7,7,7,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66b76a4a018a85557689f75d,1
107.116.168.22,527,29,0,1,1,0,2,Republican,4,6,6,1.25,2.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,black_southern,1,1 year,1,1,6,,6,2,2,Guilty,1,6,,6,2 years,2,2,Middle class,3,"$0-$30,000",1,"High school graduate or equivalent (e.g., GED)",2,5,7,7,7,7,3,7,7,No,,South,7,2,2,3.666666667,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66c1175e2a6eac30bb107cf1,1
174.249.176.67,599,46,1,1,1,0,5,Independent,2,2,2,2.75,2.625,2,2,2,1,2,2,1,2,1,2,1.5,1,1.5,1,1.25,1.7,7,3,black_southern,1,2 years,2,0,,4,4,2,2,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,4,3,3,4,5,5,4,Yes,Southern Accent,South,1,1,1,1,6,6,7,6.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",6693b748bfc3e4a246f7fb86,1
71.210.77.42,820,35,0,1,1,0,3,Independent,3,2,3,1.25,2.125,1,2,1,1,2,1,2,1,1,1,1.5,1.5,2,1,1.5,1.3,7,7,black_southern,1,2 years,2,0,,2,2,NA,0,Not Guilty,0,,3,3,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,3,2,2,2,3,4,4,4,Yes,Southern Accent,South,5,4,4,4.333333333,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",664559f345d874ce5722bade,1
47.203.158.241,1217,53,0,0,1,0,4,Democrat,2,2,2,4.625,4,2,2,2,3,2,3,2,2,2,2,2.5,2,2,2.5,2.25,2.2,7,7,black_southern,1,1 year,1,1,2,,2,2,2,Not Guilty,0,,2,2,"I selected ""not guilty""",NA,0,Middle class,3,"$61,000-$90,000",3,"High school graduate or equivalent (e.g., GED)",2,6,7,1,1,4,7,1,1,No,,Northeast,1,1,4,2,1,1,7,3,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",6557bf9f8363f734b03217cb,1
68.112.146.116,706,32,1,1,1,0,5,Republican,6,6,6,4.125,5.375,3,2,5,2,2,3,2,4,2,3,2,2,2,2,2,2.8,7,6,black_southern,1,3 years,3,0,,1,1,3,3,Guilty,1,3,,3,2 years,2,2,Middle class,3,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,3,4,4,6,5,4,6,6,No,,Midwest,1,1,1,1,1,4,4,3,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66e49dafbf9165764e7229ef,1
98.176.118.16,740,24,0,0,0,1,5,Democrat,3,3,3,3.625,2.375,2,2,2,1,1,1,1,1,1,1,1.5,1,1.5,1,1.25,1.3,4,4,black_southern,1,3 years,3,0,,4,4,3,3,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,Bachelor's degree,3,4,4,1,4,4,4,1,4,No,,South,6,2,2,3.333333333,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",650356574411960c9f161662,1
66.216.202.232,460,37,0,1,1,0,3,Independent,3,2,5,4.625,4,3,2,2,2,2,2,1,2,1,1,2,1,1.5,1.5,1.5,1.8,7,6,black_southern,1,5 years,5,1,2,,2,5,5,Not Guilty,0,,3,3,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,5,6,3,5,2,6,4,5,No,,Midwest,2,3,2,2.333333333,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",56fb454534a0d300061a5070,1
129.222.255.81,983,54,0,1,1,0,5,Republican,6,6,6,3.25,3.25,1,2,1,2,2,3,2,2,2,2,2,2,2,2,2,1.9,7,7,black_southern,1,1 year,1,0,,4,4,NA,0,Not Guilty,0,,6,6,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,Bachelor's degree,3,4,6,2,2,4,6,3,2,No,,South,7,5,5,5.666666667,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66a79e9e9cc23eaa09b04cc7,1
98.114.66.235,602,21,1,0,1,0,3,Independent,4,4,5,4.5,5.125,3,4,4,4,3,4,3,4,4,3,4,3.5,3.5,4,3.75,3.6,7,7,black_southern,1,8 years,8,1,5,,5,3,3,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Lower class,1,"$0-$30,000",1,Less than a high school diploma,1,2,3,5,5,6,6,7,5,Yes,Northeastern Accent,Northeast,5,7,6,6,6,7,6,6.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",628e3b1df14fee48e3b118b8,1
174.106.96.139,536,26,1,1,1,0,3,Independent,1,1 Extremely Liberal/Left-Leaning,3,2.25,2.125,2,3,2,1,1,2,3,2,1,1,2,2,3,1,2,1.8,7,5,black_southern,1,3 years,3,0,,4,4,NA,0,Not Guilty,0,,6,6,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,5,4,2,5,3,6,4,5,No,,Northeast,4,4,4,4,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",669c1bc6a24652548784f3fc,1
172.98.167.147,1137,29,0,0,0,1,6,Republican,6,6,7 Extremely Conservative/Right-Leaning,3.375,2.375,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,6,black_southern,1,7 years,7,1,5,,5,7,7,Not Guilty,0,,7,7,"I selected ""not guilty""",NA,0,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,6,6,1,1,5,7,1,4,Yes,Western Accent,Midwest,4,2,2,2.666666667,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66b752d3f5ccc0b7ab9277e3,1
